ticket_id,department_id,request_type,priority,opened_date,closed_date,sla_target_days,status
T001304,D008,IT Access,High,2025-08-27,2025-08-30,3,Closed
T001305,D002,Benefits Question,Low,2026-02-21,,7,In Progress
T001306,D002,IT Access,Medium,2025-11-10,,5,In Progress
T001307,D004,Payroll Issue,High,2024-08-16,2024-08-23,3,Closed
T001308,D001,IT Access,Medium,2026-05-09,2026-05-14,5,Closed
T001309,D010,Benefits Question,High,2025-11-06,,3,Open
T001310,D003,Onboarding,Medium,2025-11-25,2025-12-04,5,Closed
T001311,D010,IT Access,Low,2026-02-07,,7,Open
T001312,D001,Onboarding,Medium,2025-01-03,2025-01-10,5,Closed
T001313,D005,Payroll Issue,Low,2025-12-16,2025-12-20,7,Closed
T001314,D012,IT Access,Medium,2025-04-15,2025-04-23,5,Closed
T001315,D012,Vendor Request,High,2025-06-10,2025-06-13,3,Closed
T001316,D012,Onboarding,Medium,2025-01-24,2025-01-29,5,Closed
T001317,D011,IT Access,Medium,2025-02-26,2025-03-07,5,Closed
T001318,D007,Vendor Request,Medium,2025-04-16,2025-04-18,5,Closed
T001319,D009,Payroll Issue,Critical,2025-06-28,2025-07-01,1,Closed
T001320,D002,Benefits Question,Low,2025-06-17,2025-06-18,7,Closed
T001321,D008,IT Access,Medium,2024-10-25,2024-10-30,5,Closed
T001322,D006,System Support,High,2024-07-30,2024-08-02,3,Closed
T001323,D009,System Support,Low,2026-02-01,2026-02-03,7,Closed
T001324,D002,Benefits Question,Critical,2025-11-06,,1,Open
T001325,D002,Vendor Request,High,2026-01-07,2026-01-15,3,Closed
T001326,D008,Onboarding,High,2024-06-16,2024-06-22,3,Closed
T001327,D004,Onboarding,Critical,2025-08-05,2025-08-13,1,Closed
T001328,D007,Payroll Issue,Low,2024-09-14,2024-09-17,7,Closed
T001329,D008,System Support,High,2025-07-18,2025-07-21,3,Closed
T001330,D003,IT Access,Critical,2025-03-06,2025-03-07,1,Closed
T001331,D007,Vendor Request,Low,2026-01-02,2026-01-04,7,Closed
T001332,D002,Payroll Issue,Critical,2025-11-29,2025-12-03,1,Closed
T001333,D007,System Support,Low,2024-09-20,2024-09-22,7,Closed
T001334,D012,Payroll Issue,Low,2024-06-12,2024-06-16,7,Closed
T001335,D006,Payroll Issue,High,2026-05-08,2026-05-10,3,Closed
T001336,D004,Onboarding,Critical,2025-06-29,2025-07-06,1,Closed
T001337,D004,Vendor Request,Critical,2025-02-02,2025-02-05,1,Closed
T001338,D005,System Support,High,2025-08-20,2025-08-22,3,Closed
T001339,D011,Vendor Request,High,2025-01-07,,3,Open
T001340,D008,System Support,Critical,2026-05-09,2026-05-11,1,Closed
T001341,D008,Onboarding,High,2025-03-15,2025-03-20,3,Closed
T001342,D008,IT Access,Low,2026-04-05,2026-04-11,7,Closed
T001343,D008,Vendor Request,Medium,2025-08-28,2025-09-03,5,Closed
T001344,D011,Payroll Issue,Low,2024-07-05,2024-07-10,7,Closed
T001345,D002,System Support,Low,2026-05-28,2026-05-31,7,Closed
T001346,D002,Vendor Request,Low,2025-03-29,2025-03-30,7,Closed
T001347,D003,Vendor Request,High,2026-03-08,2026-03-12,3,Closed
T001348,D003,Benefits Question,Low,2025-10-20,2025-10-24,7,Closed
T001349,D002,System Support,Critical,2025-05-19,,1,In Progress
T001350,D008,Payroll Issue,High,2026-03-25,2026-03-28,3,Closed
T001351,D011,Vendor Request,Critical,2024-07-20,2024-07-22,1,Closed
T001352,D009,Benefits Question,High,2026-05-16,2026-05-23,3,Closed
T001353,D009,Onboarding,Low,2024-12-24,2024-12-28,7,Closed
T001354,D007,IT Access,Critical,2024-06-19,,1,In Progress
T001355,D006,Vendor Request,Critical,2024-09-28,,1,Open
T001356,D008,IT Access,Low,2025-12-01,,7,In Progress
T001357,D009,System Support,High,2025-11-30,,3,In Progress
T001358,D012,Payroll Issue,Critical,2024-12-09,2024-12-13,1,Closed
T001359,D007,Payroll Issue,High,2024-09-29,2024-10-03,3,Closed
T001360,D012,Vendor Request,Critical,2025-04-13,2025-04-16,1,Closed
T001361,D002,Onboarding,Critical,2025-05-28,2025-06-04,1,Closed
T001362,D011,Onboarding,Critical,2025-01-01,,1,Open
T001363,D009,Payroll Issue,Low,2024-06-30,2024-07-01,7,Closed
T001364,D007,Benefits Question,Critical,2025-09-26,2025-10-01,1,Closed
T001365,D010,Vendor Request,High,2024-07-22,2024-07-26,3,Closed
T001366,D005,Benefits Question,Low,2025-02-15,,7,In Progress
T001367,D001,Onboarding,Low,2025-07-31,,7,Open
T001368,D006,Benefits Question,Low,2024-12-14,2024-12-19,7,Closed
T001369,D011,Benefits Question,Critical,2026-04-07,2026-04-07,1,Closed
T001370,D002,Vendor Request,High,2025-02-04,2025-02-09,3,Closed
T001371,D006,Vendor Request,High,2024-11-06,2024-11-07,3,Closed
T001372,D001,System Support,Medium,2026-05-26,2026-05-27,5,Closed
T001373,D004,Payroll Issue,High,2024-09-04,2024-09-06,3,Closed
T001374,D010,IT Access,Low,2025-01-09,2025-01-14,7,Closed
T001375,D002,Benefits Question,Medium,2024-08-08,2024-08-11,5,Closed
T001376,D001,Onboarding,High,2025-01-29,2025-02-02,3,Closed
T001377,D008,System Support,Critical,2024-10-19,,1,Open
T001378,D010,Onboarding,Critical,2024-07-15,2024-07-20,1,Closed
T001379,D001,System Support,Critical,2024-12-10,2024-12-11,1,Closed
T001380,D010,IT Access,High,2026-05-01,2026-05-07,3,Closed
T001381,D010,Vendor Request,High,2025-11-23,2025-11-25,3,Closed
T001382,D010,IT Access,Critical,2026-02-08,2026-02-11,1,Closed
T001383,D012,System Support,Medium,2026-01-30,2026-02-01,5,Closed
T001384,D006,Vendor Request,High,2025-06-28,,3,In Progress
T001385,D003,Onboarding,High,2024-12-06,2024-12-13,3,Closed
T001386,D007,Payroll Issue,Critical,2026-01-23,2026-01-28,1,Closed
T001387,D011,IT Access,Medium,2026-02-04,2026-02-08,5,Closed
T001388,D005,IT Access,High,2024-11-05,,3,Open
T001389,D007,Payroll Issue,Low,2025-07-09,2025-07-10,7,Closed
T001390,D012,Onboarding,Low,2025-11-16,2025-11-24,7,Closed
T001391,D006,Benefits Question,Low,2025-07-30,2025-08-01,7,Closed
T001392,D010,Onboarding,Critical,2024-12-11,2024-12-19,1,Closed
T001393,D004,Benefits Question,Low,2025-07-03,2025-07-05,7,Closed
T001394,D011,Benefits Question,High,2025-08-25,2025-08-28,3,Closed
T001395,D007,System Support,High,2026-01-15,,3,In Progress
T001396,D004,Vendor Request,Critical,2025-06-23,2025-06-27,1,Closed
T001397,D005,Onboarding,Critical,2024-09-04,2024-09-11,1,Closed
T001398,D003,IT Access,Medium,2024-12-15,2024-12-25,5,Closed
T001399,D008,Payroll Issue,Critical,2025-04-10,2025-04-13,1,Closed
T001400,D005,System Support,Critical,2026-01-01,2026-01-03,1,Closed
T001401,D010,System Support,Low,2024-07-08,2024-07-12,7,Closed
T001402,D009,Payroll Issue,High,2025-02-19,2025-02-22,3,Closed
T001403,D008,Payroll Issue,Medium,2026-02-27,2026-03-03,5,Closed
T001404,D003,System Support,High,2025-07-05,2025-07-07,3,Closed
T001405,D007,Vendor Request,High,2025-04-16,2025-04-21,3,Closed
T001406,D002,System Support,Medium,2024-10-26,,5,In Progress
T001407,D007,Benefits Question,High,2024-09-26,2024-09-30,3,Closed
T001408,D011,Payroll Issue,High,2025-08-07,2025-08-09,3,Closed
T001409,D011,Onboarding,Medium,2026-03-19,,5,Open
T001410,D004,IT Access,Medium,2026-05-21,2026-05-25,5,Closed
T001411,D001,Payroll Issue,High,2026-03-26,2026-03-28,3,Closed
T001412,D008,Vendor Request,Critical,2024-11-22,2024-11-26,1,Closed
T001413,D007,System Support,Low,2024-11-27,2024-12-06,7,Closed
T001414,D004,Payroll Issue,High,2025-02-16,2025-02-18,3,Closed
T001415,D003,IT Access,High,2026-02-04,2026-02-12,3,Closed
T001416,D011,Onboarding,Medium,2025-03-19,2025-03-24,5,Closed
T001417,D012,Vendor Request,Low,2024-12-30,2025-01-03,7,Closed
T001418,D001,IT Access,High,2025-05-19,2025-05-26,3,Closed
T001419,D005,IT Access,Critical,2026-02-19,2026-02-23,1,Closed
T001420,D011,System Support,Low,2025-04-19,2025-04-21,7,Closed
T001421,D007,System Support,Medium,2024-11-01,,5,Open
T001422,D004,IT Access,Low,2025-01-14,2025-01-26,7,Closed
T001423,D011,Onboarding,High,2026-03-18,,3,In Progress
T001424,D002,Payroll Issue,Low,2026-04-28,2026-05-01,7,Closed
T001425,D006,Benefits Question,Critical,2025-10-01,2025-10-07,1,Closed
T001426,D012,System Support,Medium,2025-06-19,2025-06-20,5,Closed
T001427,D007,Payroll Issue,Medium,2025-01-16,2025-01-18,5,Closed
T001428,D002,Payroll Issue,Medium,2024-12-02,,5,In Progress
T001429,D005,Vendor Request,Critical,2025-05-05,2025-05-06,1,Closed
T001430,D005,Onboarding,Low,2024-11-01,,7,Open
T001431,D009,Benefits Question,Low,2025-06-04,2025-06-05,7,Closed
T001432,D006,Onboarding,Critical,2024-12-08,2024-12-14,1,Closed
T001433,D011,Payroll Issue,High,2024-08-27,2024-08-31,3,Closed
T001434,D003,Benefits Question,Critical,2026-02-19,2026-02-21,1,Closed
T001435,D012,Benefits Question,High,2024-12-21,,3,Open
T001436,D001,System Support,Low,2025-09-23,,7,Open
T001437,D012,System Support,Low,2025-10-06,2025-10-09,7,Closed
T001438,D012,System Support,Medium,2025-02-07,2025-02-10,5,Closed
T001439,D005,Onboarding,Critical,2025-06-14,2025-06-21,1,Closed
T001440,D011,System Support,High,2024-12-09,2024-12-11,3,Closed
T001441,D011,IT Access,Medium,2026-02-17,2026-02-26,5,Closed
T001442,D007,IT Access,Critical,2024-09-24,,1,Open
T001443,D005,IT Access,Medium,2026-02-09,2026-02-14,5,Closed
T001444,D004,Payroll Issue,Critical,2025-04-24,2025-04-27,1,Closed
T001445,D011,Benefits Question,Critical,2025-05-01,2025-05-05,1,Closed
T001446,D001,Benefits Question,Low,2025-03-14,,7,In Progress
T001447,D008,Vendor Request,Critical,2024-07-15,2024-07-20,1,Closed
T001448,D006,System Support,Critical,2026-05-30,2026-06-03,1,Closed
T001449,D002,Payroll Issue,High,2025-12-02,2025-12-05,3,Closed
T001450,D009,IT Access,High,2025-10-29,2025-11-04,3,Closed
T001451,D010,System Support,High,2026-02-24,2026-02-26,3,Closed
T001452,D008,System Support,Low,2024-09-05,2024-09-08,7,Closed
T001453,D001,System Support,Medium,2024-06-17,2024-06-20,5,Closed
T001454,D011,Vendor Request,Medium,2025-07-18,2025-07-20,5,Closed
T001455,D001,Vendor Request,Medium,2024-09-22,2024-09-26,5,Closed
T001456,D011,Benefits Question,High,2025-12-13,2025-12-18,3,Closed
T001457,D010,IT Access,Low,2024-06-22,2024-06-27,7,Closed
T001458,D004,Onboarding,Medium,2025-07-23,2025-08-01,5,Closed
T001459,D011,Vendor Request,High,2025-10-04,,3,In Progress
T001460,D008,Vendor Request,Medium,2025-09-01,2025-09-05,5,Closed
T001461,D005,Payroll Issue,High,2026-01-09,2026-01-11,3,Closed
T001462,D005,Payroll Issue,Low,2025-03-10,2025-03-11,7,Closed
T001463,D007,Benefits Question,Medium,2024-06-28,2024-07-02,5,Closed
T001464,D007,Vendor Request,Medium,2025-06-12,2025-06-16,5,Closed
T001465,D001,IT Access,Medium,2024-10-29,2024-11-06,5,Closed
T001466,D008,Payroll Issue,High,2025-04-14,,3,In Progress
T001467,D012,Payroll Issue,Low,2026-03-19,,7,Open
T001468,D007,Onboarding,Critical,2025-02-08,2025-02-14,1,Closed
T001469,D005,Payroll Issue,Low,2025-11-29,2025-12-06,7,Closed
T001470,D006,Payroll Issue,Low,2025-11-23,2025-11-26,7,Closed
T001471,D001,System Support,Critical,2026-05-10,2026-05-14,1,Closed
T001472,D008,System Support,Critical,2024-06-05,2024-06-07,1,Closed
T001473,D002,Payroll Issue,Medium,2024-08-04,2024-08-06,5,Closed
T001474,D004,Benefits Question,High,2025-03-25,2025-03-28,3,Closed
T001475,D012,Vendor Request,Critical,2025-04-19,2025-04-23,1,Closed
T001476,D003,Vendor Request,Medium,2026-01-04,2026-01-07,5,Closed
T001477,D010,Payroll Issue,High,2025-03-19,,3,In Progress
T001478,D012,System Support,Medium,2025-07-24,2025-07-27,5,Closed
T001479,D007,Payroll Issue,Critical,2024-09-14,2024-09-14,1,Closed
T001480,D003,IT Access,High,2024-12-20,2024-12-23,3,Closed
T001481,D004,Onboarding,Critical,2025-05-10,2025-05-13,1,Closed
T001482,D006,Onboarding,Critical,2026-03-10,2026-03-13,1,Closed
T001483,D001,Vendor Request,Medium,2024-07-19,2024-07-22,5,Closed
T001484,D006,System Support,Critical,2025-11-12,2025-11-17,1,Closed
T001485,D011,Payroll Issue,Critical,2024-11-03,2024-11-06,1,Closed
T001486,D012,Vendor Request,High,2026-01-27,2026-01-31,3,Closed
T001487,D002,IT Access,Low,2026-04-20,2026-04-23,7,Closed
T001488,D006,Payroll Issue,Critical,2026-02-12,2026-02-17,1,Closed
T001489,D006,Onboarding,Low,2024-08-26,2024-08-29,7,Closed
T001490,D005,Onboarding,Critical,2025-03-04,2025-03-12,1,Closed
T001491,D007,System Support,High,2025-03-13,2025-03-15,3,Closed
T001492,D003,Onboarding,Low,2025-06-01,2025-06-08,7,Closed
T001493,D003,Benefits Question,Medium,2026-01-21,2026-01-21,5,Closed
T001494,D009,Vendor Request,High,2025-04-16,2025-04-16,3,Closed
T001495,D008,Payroll Issue,Low,2024-12-18,2024-12-21,7,Closed
T001496,D006,System Support,Critical,2024-08-15,2024-08-18,1,Closed
T001497,D003,Benefits Question,Low,2024-09-08,2024-09-11,7,Closed
T001498,D006,IT Access,Medium,2025-11-30,,5,In Progress
T001499,D005,System Support,High,2025-12-19,2025-12-22,3,Closed
T001500,D007,Benefits Question,High,2024-09-28,,3,In Progress
T001501,D010,Benefits Question,High,2026-01-23,2026-01-25,3,Closed
T001502,D007,Payroll Issue,High,2024-08-01,,3,In Progress
T001503,D012,Vendor Request,Medium,2025-08-19,2025-08-22,5,Closed
T001504,D009,System Support,Critical,2025-01-05,2025-01-08,1,Closed
T001505,D001,Payroll Issue,Medium,2025-07-04,2025-07-05,5,Closed
T001506,D001,Payroll Issue,Medium,2024-11-29,,5,Open
T001507,D001,Vendor Request,High,2024-10-19,,3,In Progress
T001508,D003,System Support,Critical,2026-05-30,2026-06-01,1,Closed
T001509,D007,IT Access,Critical,2025-11-05,2025-11-07,1,Closed
T001510,D008,Benefits Question,Critical,2024-08-10,2024-08-12,1,Closed
T001511,D008,Vendor Request,Low,2024-09-15,2024-09-15,7,Closed
T001512,D012,Payroll Issue,Low,2026-04-18,2026-04-24,7,Closed
T001513,D006,IT Access,Medium,2025-05-29,2025-06-09,5,Closed
T001514,D003,Payroll Issue,High,2025-05-23,2025-05-27,3,Closed
T001515,D010,System Support,Medium,2025-11-05,2025-11-06,5,Closed
T001516,D010,IT Access,Medium,2024-12-20,2024-12-27,5,Closed
T001517,D002,Payroll Issue,Critical,2024-10-16,2024-10-18,1,Closed
T001518,D011,IT Access,High,2025-07-24,,3,Open
T001519,D005,System Support,Low,2025-07-28,2025-08-03,7,Closed
T001520,D007,Benefits Question,Low,2026-02-06,2026-02-07,7,Closed
T001521,D006,Payroll Issue,Low,2025-10-16,,7,In Progress
T001522,D002,Vendor Request,Critical,2025-07-24,2025-07-29,1,Closed
T001523,D008,System Support,High,2025-07-13,2025-07-16,3,Closed
T001524,D010,System Support,Low,2024-09-21,,7,Open
T001525,D006,IT Access,Critical,2024-10-02,2024-10-09,1,Closed
T001526,D012,System Support,Medium,2025-07-20,2025-07-24,5,Closed
T001527,D004,IT Access,High,2024-07-11,2024-07-16,3,Closed
T001528,D001,System Support,Low,2025-09-07,2025-09-10,7,Closed
T001529,D009,Onboarding,Critical,2025-07-09,2025-07-14,1,Closed
T001530,D007,Benefits Question,Medium,2025-03-05,2025-03-07,5,Closed
T001531,D004,Vendor Request,Low,2025-01-25,2025-01-28,7,Closed
T001532,D001,Payroll Issue,Medium,2025-06-17,2025-06-17,5,Closed
T001533,D007,Vendor Request,High,2024-06-03,2024-06-04,3,Closed
T001534,D011,System Support,Medium,2025-06-14,2025-06-16,5,Closed
T001535,D002,Benefits Question,Critical,2024-06-06,2024-06-11,1,Closed
T001536,D007,System Support,High,2024-06-08,2024-06-13,3,Closed
T001537,D011,Onboarding,Medium,2024-06-01,2024-06-06,5,Closed
T001538,D011,IT Access,High,2026-02-12,,3,In Progress
T001539,D004,Vendor Request,Critical,2025-08-13,2025-08-14,1,Closed
T001540,D007,Vendor Request,High,2025-08-12,2025-08-13,3,Closed
T001541,D010,Onboarding,Critical,2024-07-15,2024-07-19,1,Closed
T001542,D007,Benefits Question,Medium,2026-01-25,2026-01-27,5,Closed
T001543,D007,System Support,Critical,2025-03-09,,1,In Progress
T001544,D002,IT Access,High,2025-02-02,2025-02-09,3,Closed
T001545,D011,Payroll Issue,Medium,2025-07-25,2025-07-26,5,Closed
T001546,D008,Onboarding,Low,2026-04-17,2026-04-24,7,Closed
T001547,D008,Vendor Request,Low,2024-10-03,,7,Open
T001548,D008,Benefits Question,Medium,2026-01-11,2026-01-12,5,Closed
T001549,D003,System Support,High,2025-10-08,2025-10-10,3,Closed
T001550,D004,Onboarding,Critical,2025-08-23,2025-08-27,1,Closed
T001551,D010,IT Access,Low,2025-05-06,,7,In Progress
T001552,D009,IT Access,Critical,2025-05-05,2025-05-13,1,Closed
T001553,D002,Vendor Request,High,2025-06-18,2025-06-20,3,Closed
T001554,D006,Benefits Question,Low,2025-12-22,2025-12-24,7,Closed
T001555,D009,IT Access,Low,2024-11-09,2024-11-13,7,Closed
T001556,D003,Payroll Issue,Critical,2024-06-23,2024-06-23,1,Closed
T001557,D001,IT Access,Critical,2024-09-14,2024-09-23,1,Closed
T001558,D006,Onboarding,Critical,2025-10-06,2025-10-10,1,Closed
T001559,D010,Benefits Question,High,2026-02-23,2026-02-23,3,Closed
T001560,D003,Payroll Issue,Medium,2025-01-20,2025-01-24,5,Closed
T001561,D002,System Support,High,2024-07-24,2024-07-25,3,Closed
T001562,D011,IT Access,Critical,2024-12-29,,1,Open
T001563,D001,IT Access,Critical,2025-08-16,2025-08-18,1,Closed
T001564,D001,Payroll Issue,Critical,2025-04-29,2025-05-02,1,Closed
T001565,D008,System Support,Critical,2026-01-30,2026-02-02,1,Closed
T001566,D011,System Support,Critical,2025-11-21,2025-11-25,1,Closed
T001567,D005,Onboarding,High,2025-03-02,2025-03-08,3,Closed
T001568,D005,IT Access,Medium,2024-07-13,2024-07-18,5,Closed
T001569,D001,Payroll Issue,Low,2024-09-08,2024-09-11,7,Closed
T001570,D001,System Support,Medium,2025-11-16,,5,In Progress
T001571,D001,Payroll Issue,Critical,2024-08-22,2024-08-24,1,Closed
T001572,D011,Payroll Issue,Medium,2025-01-14,2025-01-18,5,Closed
T001573,D007,System Support,Medium,2025-05-02,,5,Open
T001574,D002,Benefits Question,Critical,2026-05-22,,1,Open
T001575,D003,Vendor Request,Critical,2025-06-30,2025-07-02,1,Closed
T001576,D001,IT Access,Medium,2025-06-19,2025-06-25,5,Closed
T001577,D012,System Support,Critical,2025-04-26,2025-04-30,1,Closed
T001578,D008,Vendor Request,Low,2024-11-13,2024-11-17,7,Closed
T001579,D008,Onboarding,Medium,2026-01-16,,5,Open
T001580,D005,Onboarding,Critical,2024-07-19,2024-07-25,1,Closed
T001581,D006,IT Access,Low,2024-11-28,2024-12-02,7,Closed
T001582,D007,Vendor Request,High,2026-01-02,2026-01-05,3,Closed
T001583,D001,Vendor Request,Critical,2024-10-28,,1,In Progress
T001584,D008,Onboarding,Critical,2026-03-10,2026-03-12,1,Closed
T001585,D012,IT Access,Low,2025-09-16,2025-09-20,7,Closed
T001586,D010,Benefits Question,Low,2026-01-23,2026-01-24,7,Closed
T001587,D005,System Support,Critical,2025-01-23,2025-01-27,1,Closed
T001588,D008,IT Access,Critical,2025-03-03,2025-03-10,1,Closed
T001589,D011,Benefits Question,Critical,2026-05-05,2026-05-10,1,Closed
T001590,D012,Vendor Request,Low,2025-10-23,2025-10-27,7,Closed
T001591,D003,Benefits Question,Medium,2025-03-24,2025-03-26,5,Closed
T001592,D008,Benefits Question,Critical,2026-02-09,2026-02-13,1,Closed
T001593,D004,Onboarding,Medium,2025-04-08,,5,Open
T001594,D011,Benefits Question,Critical,2026-03-08,2026-03-10,1,Closed
T001595,D003,Benefits Question,Critical,2026-03-18,2026-03-25,1,Closed
T001596,D007,System Support,High,2025-01-11,2025-01-12,3,Closed
T001597,D008,Payroll Issue,Medium,2025-01-31,2025-02-01,5,Closed
T001598,D005,System Support,Low,2026-01-13,2026-01-17,7,Closed
T001599,D011,Vendor Request,Medium,2025-01-27,,5,In Progress
T001600,D003,Payroll Issue,Medium,2024-06-11,2024-06-16,5,Closed
T001601,D010,Vendor Request,Low,2026-04-01,2026-04-04,7,Closed
T001602,D007,Vendor Request,High,2025-01-22,,3,Open
T001603,D004,Payroll Issue,Low,2026-03-11,,7,Open
T001604,D001,Benefits Question,High,2025-06-23,2025-06-27,3,Closed
T001605,D006,System Support,Medium,2024-07-31,2024-08-05,5,Closed
T001606,D003,Onboarding,Low,2024-07-18,2024-07-24,7,Closed
T001607,D006,Vendor Request,Low,2025-06-30,2025-07-03,7,Closed
T001608,D010,Payroll Issue,Low,2025-02-02,2025-02-05,7,Closed
T001609,D009,Payroll Issue,Critical,2026-01-17,2026-01-19,1,Closed
T001610,D005,Benefits Question,High,2025-06-20,2025-06-28,3,Closed
T001611,D001,Onboarding,High,2026-04-14,2026-04-17,3,Closed
T001612,D012,Onboarding,Low,2025-05-27,2025-05-30,7,Closed
T001613,D008,Vendor Request,Low,2025-07-06,2025-07-09,7,Closed
T001614,D002,Onboarding,Low,2026-05-09,2026-05-17,7,Closed
T001615,D001,Onboarding,Low,2025-12-16,2025-12-20,7,Closed
T001616,D011,IT Access,Medium,2025-04-13,2025-04-16,5,Closed
T001617,D003,System Support,High,2026-04-24,2026-04-27,3,Closed
T001618,D012,Vendor Request,Critical,2024-12-16,,1,Open
T001619,D012,IT Access,Medium,2025-02-09,2025-02-12,5,Closed
T001620,D006,Payroll Issue,Low,2026-05-23,,7,Open
T001621,D004,Vendor Request,Critical,2025-08-09,2025-08-10,1,Closed
T001622,D001,Payroll Issue,Critical,2025-04-05,2025-04-05,1,Closed
T001623,D006,Benefits Question,Medium,2025-10-21,2025-10-23,5,Closed
T001624,D002,Benefits Question,High,2026-04-16,,3,In Progress
T001625,D012,Vendor Request,High,2024-08-26,2024-08-27,3,Closed
T001626,D011,System Support,Medium,2024-08-01,2024-08-04,5,Closed
T001627,D003,Onboarding,Critical,2024-08-16,,1,Open
T001628,D003,Vendor Request,Critical,2025-09-28,2025-10-01,1,Closed
T001629,D007,Vendor Request,High,2025-09-16,2025-09-20,3,Closed
T001630,D001,Vendor Request,Medium,2024-10-08,2024-10-12,5,Closed
T001631,D001,System Support,Low,2025-07-17,2025-07-19,7,Closed
T001632,D002,Benefits Question,High,2024-06-11,2024-06-16,3,Closed
T001633,D007,Payroll Issue,Critical,2025-04-06,2025-04-10,1,Closed
T001634,D001,Vendor Request,Low,2025-06-23,2025-06-28,7,Closed
T001635,D011,System Support,Medium,2024-11-25,2024-11-28,5,Closed
T001636,D010,IT Access,High,2025-10-31,2025-11-04,3,Closed
T001637,D007,System Support,High,2026-05-03,2026-05-06,3,Closed
T001638,D012,System Support,High,2024-09-18,2024-09-20,3,Closed
T001639,D006,IT Access,High,2026-04-21,2026-04-28,3,Closed
T001640,D010,Payroll Issue,Critical,2025-09-25,2025-09-28,1,Closed
T001641,D008,System Support,Medium,2025-03-21,2025-03-22,5,Closed
T001642,D009,Onboarding,Critical,2026-01-10,2026-01-13,1,Closed
T001643,D011,Vendor Request,Medium,2025-09-20,2025-09-23,5,Closed
T001644,D005,IT Access,Low,2025-03-19,2025-03-27,7,Closed
T001645,D006,Vendor Request,Medium,2025-04-16,2025-04-18,5,Closed
T001646,D009,Onboarding,High,2025-10-04,2025-10-10,3,Closed
T001647,D002,Onboarding,High,2025-05-03,2025-05-12,3,Closed
T001648,D006,System Support,Medium,2024-09-07,2024-09-13,5,Closed
T001649,D001,IT Access,High,2026-04-28,,3,Open
T001650,D005,System Support,Critical,2025-11-25,2025-11-29,1,Closed
T001651,D009,IT Access,Low,2026-01-18,,7,Open
T001652,D005,System Support,High,2025-10-27,2025-10-28,3,Closed
T001653,D002,IT Access,Low,2026-02-23,2026-03-01,7,Closed
T001654,D005,Onboarding,Low,2026-02-23,,7,Open
T001655,D006,Payroll Issue,Medium,2024-06-25,2024-06-26,5,Closed
T001656,D006,Benefits Question,High,2026-01-10,2026-01-12,3,Closed
T001657,D011,System Support,Medium,2026-05-08,,5,In Progress
T001658,D012,Vendor Request,Medium,2025-10-25,2025-10-27,5,Closed
T001659,D002,Benefits Question,Medium,2024-09-25,2024-09-29,5,Closed
T001660,D006,Vendor Request,Low,2024-10-14,2024-10-14,7,Closed
T001661,D003,System Support,Critical,2025-03-12,2025-03-16,1,Closed
T001662,D007,IT Access,Low,2025-03-02,,7,Open
T001663,D007,Payroll Issue,Critical,2025-01-24,,1,Open
T001664,D004,Vendor Request,Low,2024-07-31,2024-08-01,7,Closed
T001665,D006,System Support,Critical,2025-10-05,2025-10-11,1,Closed
T001666,D010,Onboarding,Critical,2025-12-30,2026-01-05,1,Closed
T001667,D010,Vendor Request,Critical,2025-05-23,2025-05-26,1,Closed
T001668,D008,System Support,Critical,2025-09-13,2025-09-15,1,Closed
T001669,D012,Vendor Request,Medium,2025-09-19,2025-09-23,5,Closed
T001670,D003,Onboarding,Medium,2025-06-21,2025-06-29,5,Closed
T001671,D012,Vendor Request,Medium,2024-09-01,2024-09-01,5,Closed
T001672,D012,Onboarding,Low,2024-08-06,2024-08-12,7,Closed
T001673,D008,Vendor Request,Low,2024-08-09,2024-08-12,7,Closed
T001674,D012,Payroll Issue,High,2024-10-04,2024-10-07,3,Closed
T001675,D002,Onboarding,Critical,2025-02-05,,1,In Progress
T001676,D002,Benefits Question,High,2026-03-16,2026-03-18,3,Closed
T001677,D001,Onboarding,Medium,2024-10-06,2024-10-10,5,Closed
T001678,D006,Benefits Question,High,2025-12-22,2025-12-29,3,Closed
T001679,D005,Benefits Question,Critical,2025-06-17,,1,In Progress
T001680,D001,Payroll Issue,Medium,2024-12-25,,5,Open
T001681,D010,Vendor Request,Low,2024-10-15,2024-10-20,7,Closed
T001682,D005,Benefits Question,Medium,2025-09-18,2025-09-23,5,Closed
T001683,D003,System Support,Critical,2024-11-16,2024-11-20,1,Closed
T001684,D001,IT Access,High,2025-04-24,2025-04-28,3,Closed
T001685,D001,Vendor Request,Critical,2025-06-03,2025-06-04,1,Closed
T001686,D010,Benefits Question,Critical,2024-07-12,2024-07-15,1,Closed
T001687,D006,Vendor Request,Critical,2024-11-08,,1,In Progress
T001688,D012,Onboarding,Medium,2025-10-11,,5,Open
T001689,D009,System Support,Critical,2025-04-23,2025-04-27,1,Closed
T001690,D008,System Support,Critical,2024-12-15,2024-12-18,1,Closed
T001691,D003,System Support,High,2025-07-26,2025-07-29,3,Closed
T001692,D002,Onboarding,Critical,2025-01-08,2025-01-13,1,Closed
T001693,D004,Vendor Request,High,2025-08-27,2025-08-30,3,Closed
T001694,D009,IT Access,Critical,2026-02-07,2026-02-14,1,Closed
T001695,D011,IT Access,Medium,2025-08-09,2025-08-13,5,Closed
T001696,D010,System Support,High,2025-03-08,2025-03-13,3,Closed
T001697,D009,System Support,Low,2024-08-29,,7,In Progress
T001698,D011,Onboarding,Low,2024-11-10,2024-11-16,7,Closed
