payroll_id,employee_id,pay_period,base_pay,overtime_pay,bonus_pay,total_compensation,pay_year,pay_month,pay_month_name,pay_year_month,overtime_flag
P006548,E0273,2025-08-01,6216.33,387.98,0,6604.31,2025,8,Aug,2025-08,1
P006549,E0273,2025-09-01,6216.33,377.78,250,6844.11,2025,9,Sep,2025-09,1
P006550,E0273,2025-10-01,6216.33,157.32,0,6373.65,2025,10,Oct,2025-10,1
P006551,E0273,2025-11-01,6216.33,542.31,0,6758.64,2025,11,Nov,2025-11,1
P006552,E0273,2025-12-01,6216.33,1861.68,0,8078.01,2025,12,Dec,2025-12,1
P006553,E0274,2024-01-01,4380.08,10.45,0,4390.53,2024,1,Jan,2024-01,1
P006554,E0274,2024-02-01,4380.08,328.26,0,4708.34,2024,2,Feb,2024-02,1
P006555,E0274,2024-03-01,4380.08,208.63,0,4588.71,2024,3,Mar,2024-03,1
P006556,E0274,2024-04-01,4380.08,438.85,0,4818.94,2024,4,Apr,2024-04,1
P006557,E0274,2024-05-01,4380.08,328.8,0,4708.89,2024,5,May,2024-05,1
P006558,E0274,2024-06-01,4380.08,401.19,0,4781.27,2024,6,Jun,2024-06,1
P006559,E0274,2024-07-01,4380.08,417.71,1000,5797.79,2024,7,Jul,2024-07,1
P006560,E0274,2024-08-01,4380.08,189.82,0,4569.9,2024,8,Aug,2024-08,1
P006561,E0274,2024-09-01,4380.08,71.45,0,4451.53,2024,9,Sep,2024-09,1
P006562,E0274,2024-10-01,4380.08,111.63,0,4491.71,2024,10,Oct,2024-10,1
P006563,E0274,2024-11-01,4380.08,96.6,0,4476.69,2024,11,Nov,2024-11,1
P006564,E0274,2024-12-01,4380.08,511.39,0,4891.47,2024,12,Dec,2024-12,1
P006565,E0274,2025-01-01,4380.08,544.85,250,5174.93,2025,1,Jan,2025-01,1
P006566,E0274,2025-02-01,4380.08,192.99,250,4823.07,2025,2,Feb,2025-02,1
P006567,E0274,2025-03-01,4380.08,255.74,500,5135.83,2025,3,Mar,2025-03,1
P006568,E0274,2025-04-01,4380.08,177.76,0,4557.84,2025,4,Apr,2025-04,1
P006569,E0274,2025-05-01,4380.08,158.35,0,4538.43,2025,5,May,2025-05,1
P006570,E0274,2025-06-01,4380.08,48.25,0,4428.33,2025,6,Jun,2025-06,1
P006571,E0274,2025-07-01,4380.08,107.43,0,4487.51,2025,7,Jul,2025-07,1
P006572,E0274,2025-08-01,4380.08,80.39,0,4460.48,2025,8,Aug,2025-08,1
P006573,E0274,2025-09-01,4380.08,153.29,0,4533.38,2025,9,Sep,2025-09,1
P006574,E0274,2025-10-01,4380.08,337.09,0,4717.17,2025,10,Oct,2025-10,1
P006575,E0274,2025-11-01,4380.08,371.46,0,4751.55,2025,11,Nov,2025-11,1
P006576,E0274,2025-12-01,4380.08,169.72,0,4549.8,2025,12,Dec,2025-12,1
P006577,E0275,2024-01-01,4832.67,285.19,0,5117.85,2024,1,Jan,2024-01,1
P006578,E0275,2024-02-01,4832.67,964.95,0,5797.62,2024,2,Feb,2024-02,1
P006579,E0275,2024-03-01,4832.67,261.03,0,5093.69,2024,3,Mar,2024-03,1
P006580,E0275,2024-04-01,4832.67,288.53,500,5621.2,2024,4,Apr,2024-04,1
P006581,E0275,2024-05-01,4832.67,873.15,500,6205.82,2024,5,May,2024-05,1
P006582,E0275,2024-06-01,4832.67,497.95,0,5330.61,2024,6,Jun,2024-06,1
P006583,E0275,2024-07-01,4832.67,281.49,0,5114.16,2024,7,Jul,2024-07,1
P006584,E0275,2024-08-01,4832.67,199.07,0,5031.74,2024,8,Aug,2024-08,1
P006585,E0275,2024-09-01,4832.67,206.57,250,5289.24,2024,9,Sep,2024-09,1
P006586,E0275,2024-10-01,4832.67,204.45,250,5287.12,2024,10,Oct,2024-10,1
P006587,E0275,2024-11-01,4832.67,148.77,0,4981.44,2024,11,Nov,2024-11,1
P006588,E0275,2024-12-01,4832.67,247.23,0,5079.9,2024,12,Dec,2024-12,1
P006589,E0275,2025-01-01,4832.67,693.47,0,5526.14,2025,1,Jan,2025-01,1
P006590,E0275,2025-02-01,4832.67,159.81,0,4992.48,2025,2,Feb,2025-02,1
P006591,E0275,2025-03-01,4832.67,630.22,0,5462.89,2025,3,Mar,2025-03,1
P006592,E0275,2025-04-01,4832.67,265.9,0,5098.57,2025,4,Apr,2025-04,1
P006593,E0275,2025-05-01,4832.67,131.04,0,4963.7,2025,5,May,2025-05,1
P006594,E0275,2025-06-01,4832.67,350.42,0,5183.09,2025,6,Jun,2025-06,1
P006595,E0275,2025-07-01,4832.67,188.36,0,5021.03,2025,7,Jul,2025-07,1
P006596,E0275,2025-08-01,4832.67,622.31,0,5454.97,2025,8,Aug,2025-08,1
P006597,E0275,2025-09-01,4832.67,94.53,0,4927.2,2025,9,Sep,2025-09,1
P006598,E0275,2025-10-01,4832.67,780.01,0,5612.68,2025,10,Oct,2025-10,1
P006599,E0275,2025-11-01,4832.67,604.73,0,5437.39,2025,11,Nov,2025-11,1
P006600,E0275,2025-12-01,4832.67,1140.1,0,5972.76,2025,12,Dec,2025-12,1
P006601,E0276,2024-01-01,6186.5,513.01,0,6699.51,2024,1,Jan,2024-01,1
P006602,E0276,2024-02-01,6186.5,59.12,250,6495.62,2024,2,Feb,2024-02,1
P006603,E0276,2024-03-01,6186.5,80.18,0,6266.68,2024,3,Mar,2024-03,1
P006604,E0276,2024-04-01,6186.5,249.55,250,6686.05,2024,4,Apr,2024-04,1
P006605,E0276,2024-05-01,6186.5,273.63,0,6460.13,2024,5,May,2024-05,1
P006606,E0276,2024-06-01,6186.5,108.19,0,6294.69,2024,6,Jun,2024-06,1
P006607,E0276,2024-07-01,6186.5,182.83,0,6369.33,2024,7,Jul,2024-07,1
P006608,E0276,2024-08-01,6186.5,425.79,0,6612.29,2024,8,Aug,2024-08,1
P006609,E0276,2024-09-01,6186.5,70.34,0,6256.84,2024,9,Sep,2024-09,1
P006610,E0276,2024-10-01,6186.5,255.24,0,6441.74,2024,10,Oct,2024-10,1
P006611,E0276,2024-11-01,6186.5,257.35,250,6693.85,2024,11,Nov,2024-11,1
P006612,E0276,2024-12-01,6186.5,132.71,0,6319.21,2024,12,Dec,2024-12,1
P006613,E0276,2025-01-01,6186.5,389.59,1000,7576.09,2025,1,Jan,2025-01,1
P006614,E0276,2025-02-01,6186.5,129.96,0,6316.46,2025,2,Feb,2025-02,1
P006615,E0276,2025-03-01,6186.5,122.95,0,6309.45,2025,3,Mar,2025-03,1
P006616,E0276,2025-04-01,6186.5,113.32,0,6299.82,2025,4,Apr,2025-04,1
P006617,E0276,2025-05-01,6186.5,390.75,0,6577.25,2025,5,May,2025-05,1
P006618,E0276,2025-06-01,6186.5,400.6,0,6587.1,2025,6,Jun,2025-06,1
P006619,E0276,2025-07-01,6186.5,148.11,0,6334.61,2025,7,Jul,2025-07,1
P006620,E0276,2025-08-01,6186.5,465.33,0,6651.83,2025,8,Aug,2025-08,1
P006621,E0276,2025-09-01,6186.5,91.64,0,6278.14,2025,9,Sep,2025-09,1
P006622,E0276,2025-10-01,6186.5,390.45,250,6826.95,2025,10,Oct,2025-10,1
P006623,E0276,2025-11-01,6186.5,156.68,0,6343.18,2025,11,Nov,2025-11,1
P006624,E0276,2025-12-01,6186.5,37.07,0,6223.57,2025,12,Dec,2025-12,1
P006625,E0277,2024-01-01,5319.25,488.48,0,5807.73,2024,1,Jan,2024-01,1
P006626,E0277,2024-02-01,5319.25,132.71,0,5451.96,2024,2,Feb,2024-02,1
P006627,E0277,2024-03-01,5319.25,59.72,1000,6378.97,2024,3,Mar,2024-03,1
P006628,E0277,2024-04-01,5319.25,276.11,0,5595.36,2024,4,Apr,2024-04,1
P006629,E0277,2024-05-01,5319.25,231.69,0,5550.94,2024,5,May,2024-05,1
P006630,E0277,2024-06-01,5319.25,683.48,0,6002.73,2024,6,Jun,2024-06,1
P006631,E0277,2024-07-01,5319.25,64.25,0,5383.5,2024,7,Jul,2024-07,1
P006632,E0277,2024-08-01,5319.25,99.2,0,5418.45,2024,8,Aug,2024-08,1
P006633,E0277,2024-09-01,5319.25,399.83,0,5719.08,2024,9,Sep,2024-09,1
P006634,E0277,2024-10-01,5319.25,377.93,0,5697.18,2024,10,Oct,2024-10,1
P006635,E0277,2024-11-01,5319.25,61.65,0,5380.9,2024,11,Nov,2024-11,1
P006636,E0277,2024-12-01,5319.25,102.12,0,5421.37,2024,12,Dec,2024-12,1
P006637,E0277,2025-01-01,5319.25,191.68,0,5510.93,2025,1,Jan,2025-01,1
P006638,E0277,2025-02-01,5319.25,196.17,0,5515.42,2025,2,Feb,2025-02,1
P006639,E0277,2025-03-01,5319.25,40.35,0,5359.6,2025,3,Mar,2025-03,1
P006640,E0277,2025-04-01,5319.25,113.63,0,5432.88,2025,4,Apr,2025-04,1
P006641,E0277,2025-05-01,5319.25,253.07,0,5572.32,2025,5,May,2025-05,1
P006642,E0277,2025-06-01,5319.25,553.48,250,6122.73,2025,6,Jun,2025-06,1
P006643,E0277,2025-07-01,5319.25,180.99,0,5500.24,2025,7,Jul,2025-07,1
P006644,E0277,2025-08-01,5319.25,526.14,0,5845.39,2025,8,Aug,2025-08,1
P006645,E0277,2025-09-01,5319.25,293.81,0,5613.06,2025,9,Sep,2025-09,1
P006646,E0277,2025-10-01,5319.25,75.93,0,5395.18,2025,10,Oct,2025-10,1
P006647,E0277,2025-11-01,5319.25,261.96,0,5581.21,2025,11,Nov,2025-11,1
P006648,E0277,2025-12-01,5319.25,159.48,0,5478.73,2025,12,Dec,2025-12,1
P006649,E0278,2024-01-01,10486.17,29.75,0,10515.92,2024,1,Jan,2024-01,1
P006650,E0278,2024-02-01,10486.17,248.52,0,10734.68,2024,2,Feb,2024-02,1
P006651,E0278,2024-03-01,10486.17,202.19,0,10688.36,2024,3,Mar,2024-03,1
P006652,E0278,2024-04-01,10486.17,210.3,0,10696.47,2024,4,Apr,2024-04,1
P006653,E0278,2024-05-01,10486.17,73.74,0,10559.91,2024,5,May,2024-05,1
P006654,E0278,2024-06-01,10486.17,299.03,0,10785.2,2024,6,Jun,2024-06,1
P006655,E0278,2024-07-01,10486.17,81.41,0,10567.58,2024,7,Jul,2024-07,1
P006656,E0278,2024-08-01,10486.17,114.8,0,10600.97,2024,8,Aug,2024-08,1
P006657,E0278,2024-09-01,10486.17,178.66,0,10664.83,2024,9,Sep,2024-09,1
P006658,E0278,2024-10-01,10486.17,357.19,0,10843.36,2024,10,Oct,2024-10,1
P006659,E0278,2024-11-01,10486.17,112.3,1000,11598.47,2024,11,Nov,2024-11,1
P006660,E0278,2024-12-01,10486.17,192.43,0,10678.6,2024,12,Dec,2024-12,1
P006661,E0278,2025-01-01,10486.17,25.59,0,10511.76,2025,1,Jan,2025-01,1
P006662,E0278,2025-02-01,10486.17,127.91,0,10614.08,2025,2,Feb,2025-02,1
P006663,E0278,2025-03-01,10486.17,392.73,0,10878.89,2025,3,Mar,2025-03,1
P006664,E0278,2025-04-01,10486.17,234.44,0,10720.61,2025,4,Apr,2025-04,1
P006665,E0278,2025-05-01,10486.17,135.36,250,10871.53,2025,5,May,2025-05,1
P006666,E0278,2025-06-01,10486.17,66.27,0,10552.44,2025,6,Jun,2025-06,1
P006667,E0278,2025-07-01,10486.17,310.28,0,10796.45,2025,7,Jul,2025-07,1
P006668,E0278,2025-08-01,10486.17,207.25,500,11193.42,2025,8,Aug,2025-08,1
P006669,E0278,2025-09-01,10486.17,156.93,0,10643.1,2025,9,Sep,2025-09,1
P006670,E0278,2025-10-01,10486.17,160.54,0,10646.71,2025,10,Oct,2025-10,1
P006671,E0278,2025-11-01,10486.17,196.38,0,10682.55,2025,11,Nov,2025-11,1
P006672,E0278,2025-12-01,10486.17,109.93,1000,11596.09,2025,12,Dec,2025-12,1
P006673,E0279,2024-01-01,4259.5,14.54,0,4274.04,2024,1,Jan,2024-01,1
P006674,E0279,2024-02-01,4259.5,303.61,0,4563.11,2024,2,Feb,2024-02,1
P006675,E0279,2024-03-01,4259.5,105.84,0,4365.34,2024,3,Mar,2024-03,1
P006676,E0279,2024-04-01,4259.5,132.13,0,4391.63,2024,4,Apr,2024-04,1
P006677,E0279,2024-05-01,4259.5,209.77,0,4469.27,2024,5,May,2024-05,1
P006678,E0279,2024-06-01,4259.5,318.17,0,4577.67,2024,6,Jun,2024-06,1
P006679,E0279,2024-07-01,4259.5,342.03,0,4601.53,2024,7,Jul,2024-07,1
P006680,E0279,2024-08-01,4259.5,464.23,0,4723.73,2024,8,Aug,2024-08,1
P006681,E0279,2024-09-01,4259.5,280.09,500,5039.59,2024,9,Sep,2024-09,1
P006682,E0279,2024-10-01,4259.5,175.26,0,4434.76,2024,10,Oct,2024-10,1
P006683,E0279,2024-11-01,4259.5,227.84,0,4487.34,2024,11,Nov,2024-11,1
P006684,E0279,2024-12-01,4259.5,123.16,0,4382.66,2024,12,Dec,2024-12,1
P006685,E0279,2025-01-01,4259.5,244.61,0,4504.11,2025,1,Jan,2025-01,1
P006686,E0279,2025-02-01,4259.5,162.28,1000,5421.78,2025,2,Feb,2025-02,1
P006687,E0279,2025-03-01,4259.5,98.16,0,4357.66,2025,3,Mar,2025-03,1
P006688,E0279,2025-04-01,4259.5,421.81,0,4681.31,2025,4,Apr,2025-04,1
P006689,E0279,2025-05-01,4259.5,542.75,0,4802.25,2025,5,May,2025-05,1
P006690,E0279,2025-06-01,4259.5,160.29,0,4419.79,2025,6,Jun,2025-06,1
P006691,E0279,2025-07-01,4259.5,309.05,0,4568.55,2025,7,Jul,2025-07,1
P006692,E0279,2025-08-01,4259.5,53.36,0,4312.86,2025,8,Aug,2025-08,1
P006693,E0279,2025-09-01,4259.5,341.56,0,4601.06,2025,9,Sep,2025-09,1
P006694,E0279,2025-10-01,4259.5,309.64,0,4569.14,2025,10,Oct,2025-10,1
P006695,E0279,2025-11-01,4259.5,166.46,0,4425.96,2025,11,Nov,2025-11,1
P006696,E0279,2025-12-01,4259.5,38.73,0,4298.23,2025,12,Dec,2025-12,1
P006697,E0280,2024-01-01,7983.33,311.99,0,8295.33,2024,1,Jan,2024-01,1
P006698,E0280,2024-02-01,7983.33,212.8,0,8196.13,2024,2,Feb,2024-02,1
P006699,E0280,2024-03-01,7983.33,71.06,0,8054.39,2024,3,Mar,2024-03,1
P006700,E0280,2024-04-01,7983.33,254.07,0,8237.4,2024,4,Apr,2024-04,1
P006701,E0280,2024-05-01,7983.33,125.84,0,8109.17,2024,5,May,2024-05,1
P006702,E0280,2024-06-01,7983.33,256.34,0,8239.67,2024,6,Jun,2024-06,1
P006703,E0280,2024-07-01,7983.33,501.53,0,8484.86,2024,7,Jul,2024-07,1
P006704,E0280,2024-08-01,7983.33,599.32,0,8582.65,2024,8,Aug,2024-08,1
P006705,E0280,2024-09-01,7983.33,555.87,0,8539.2,2024,9,Sep,2024-09,1
P006706,E0280,2024-10-01,7983.33,105.96,0,8089.29,2024,10,Oct,2024-10,1
P006707,E0280,2024-11-01,7983.33,114.66,0,8097.99,2024,11,Nov,2024-11,1
P006708,E0280,2024-12-01,7983.33,131.51,0,8114.84,2024,12,Dec,2024-12,1
P006709,E0280,2025-01-01,7983.33,205.42,250,8438.75,2025,1,Jan,2025-01,1
P006710,E0280,2025-02-01,7983.33,146.4,1000,9129.74,2025,2,Feb,2025-02,1
P006711,E0280,2025-03-01,7983.33,286.38,0,8269.71,2025,3,Mar,2025-03,1
P006712,E0280,2025-04-01,7983.33,852.45,0,8835.79,2025,4,Apr,2025-04,1
P006713,E0280,2025-05-01,7983.33,224.12,250,8457.46,2025,5,May,2025-05,1
P006714,E0280,2025-06-01,7983.33,324.19,0,8307.52,2025,6,Jun,2025-06,1
P006715,E0280,2025-07-01,7983.33,100.48,0,8083.82,2025,7,Jul,2025-07,1
P006716,E0280,2025-08-01,7983.33,215.64,0,8198.97,2025,8,Aug,2025-08,1
P006717,E0280,2025-09-01,7983.33,166.99,0,8150.33,2025,9,Sep,2025-09,1
P006718,E0280,2025-10-01,7983.33,94.88,0,8078.22,2025,10,Oct,2025-10,1
P006719,E0280,2025-11-01,7983.33,178.03,0,8161.36,2025,11,Nov,2025-11,1
P006720,E0280,2025-12-01,7983.33,136.68,0,8120.02,2025,12,Dec,2025-12,1
P006721,E0281,2024-01-01,7533.42,531.45,0,8064.86,2024,1,Jan,2024-01,1
P006722,E0281,2024-02-01,7533.42,446.68,0,7980.1,2024,2,Feb,2024-02,1
P006723,E0281,2024-03-01,7533.42,172.86,250,7956.27,2024,3,Mar,2024-03,1
P006724,E0281,2024-04-01,7533.42,174.54,0,7707.96,2024,4,Apr,2024-04,1
P006725,E0281,2024-05-01,7533.42,721.05,0,8254.47,2024,5,May,2024-05,1
P006726,E0281,2024-06-01,7533.42,690.64,0,8224.06,2024,6,Jun,2024-06,1
P006727,E0281,2024-07-01,7533.42,282.64,0,7816.06,2024,7,Jul,2024-07,1
P006728,E0281,2024-08-01,7533.42,281.4,0,7814.82,2024,8,Aug,2024-08,1
P006729,E0281,2024-09-01,7533.42,119.61,500,8153.03,2024,9,Sep,2024-09,1
P006730,E0281,2024-10-01,7533.42,209.06,0,7742.48,2024,10,Oct,2024-10,1
P006731,E0281,2024-11-01,7533.42,848.97,0,8382.38,2024,11,Nov,2024-11,1
P006732,E0281,2024-12-01,7533.42,99.46,0,7632.88,2024,12,Dec,2024-12,1
P006733,E0281,2025-01-01,7533.42,268.82,0,7802.24,2025,1,Jan,2025-01,1
P006734,E0281,2025-02-01,7533.42,986.84,500,9020.25,2025,2,Feb,2025-02,1
P006735,E0281,2025-03-01,7533.42,183.5,500,8216.92,2025,3,Mar,2025-03,1
P006736,E0281,2025-04-01,7533.42,565.26,0,8098.68,2025,4,Apr,2025-04,1
P006737,E0281,2025-05-01,7533.42,847.91,0,8381.33,2025,5,May,2025-05,1
P006738,E0281,2025-06-01,7533.42,53.86,0,7587.28,2025,6,Jun,2025-06,1
P006739,E0281,2025-07-01,7533.42,659.53,0,8192.95,2025,7,Jul,2025-07,1
P006740,E0281,2025-08-01,7533.42,409.81,0,7943.23,2025,8,Aug,2025-08,1
P006741,E0281,2025-09-01,7533.42,453.37,0,7986.78,2025,9,Sep,2025-09,1
P006742,E0281,2025-10-01,7533.42,134.25,0,7667.67,2025,10,Oct,2025-10,1
P006743,E0281,2025-11-01,7533.42,379.89,0,7913.31,2025,11,Nov,2025-11,1
P006744,E0281,2025-12-01,7533.42,216.93,0,7750.34,2025,12,Dec,2025-12,1
P006745,E0282,2024-01-01,4376.67,56.06,0,4432.73,2024,1,Jan,2024-01,1
P006746,E0282,2024-02-01,4376.67,44.1,0,4420.77,2024,2,Feb,2024-02,1
P006747,E0282,2024-03-01,4376.67,33.33,0,4410.0,2024,3,Mar,2024-03,1
P006748,E0282,2024-04-01,4376.67,133.75,0,4510.41,2024,4,Apr,2024-04,1
P006749,E0282,2024-05-01,4376.67,273.91,0,4650.58,2024,5,May,2024-05,1
P006750,E0282,2024-06-01,4376.67,65.97,250,4692.63,2024,6,Jun,2024-06,1
P006751,E0282,2024-07-01,4376.67,377.19,0,4753.86,2024,7,Jul,2024-07,1
P006752,E0282,2024-08-01,4376.67,252.89,0,4629.56,2024,8,Aug,2024-08,1
P006753,E0282,2024-09-01,4376.67,582.07,0,4958.73,2024,9,Sep,2024-09,1
P006754,E0282,2024-10-01,4376.67,235.12,0,4611.78,2024,10,Oct,2024-10,1
P006755,E0282,2024-11-01,4376.67,96.43,0,4473.09,2024,11,Nov,2024-11,1
P006756,E0282,2024-12-01,4376.67,46.38,0,4423.04,2024,12,Dec,2024-12,1
P006757,E0282,2025-01-01,4376.67,304.55,0,4681.22,2025,1,Jan,2025-01,1
P006758,E0282,2025-02-01,4376.67,702.45,0,5079.12,2025,2,Feb,2025-02,1
P006759,E0282,2025-03-01,4376.67,256.04,0,4632.71,2025,3,Mar,2025-03,1
P006760,E0282,2025-04-01,4376.67,316.29,0,4692.95,2025,4,Apr,2025-04,1
P006761,E0282,2025-05-01,4376.67,307.38,0,4684.04,2025,5,May,2025-05,1
P006762,E0282,2025-06-01,4376.67,114.41,0,4491.08,2025,6,Jun,2025-06,1
P006763,E0282,2025-07-01,4376.67,718.6,0,5095.27,2025,7,Jul,2025-07,1
P006764,E0282,2025-08-01,4376.67,94.6,0,4471.27,2025,8,Aug,2025-08,1
P006765,E0282,2025-09-01,4376.67,664.15,500,5540.81,2025,9,Sep,2025-09,1
P006766,E0282,2025-10-01,4376.67,113.16,0,4489.83,2025,10,Oct,2025-10,1
P006767,E0282,2025-11-01,4376.67,63.75,0,4440.42,2025,11,Nov,2025-11,1
P006768,E0282,2025-12-01,4376.67,247.84,0,4624.51,2025,12,Dec,2025-12,1
P006769,E0283,2024-01-01,5483.92,296.83,250,6030.75,2024,1,Jan,2024-01,1
P006770,E0283,2024-02-01,5483.92,46.31,250,5780.23,2024,2,Feb,2024-02,1
P006771,E0283,2024-03-01,5483.92,304.49,0,5788.41,2024,3,Mar,2024-03,1
P006772,E0283,2024-04-01,5483.92,65.86,0,5549.78,2024,4,Apr,2024-04,1
P006773,E0283,2024-05-01,5483.92,440.13,0,5924.05,2024,5,May,2024-05,1
P006774,E0283,2024-06-01,5483.92,245.33,500,6229.25,2024,6,Jun,2024-06,1
P006775,E0283,2024-07-01,5483.92,307.53,0,5791.44,2024,7,Jul,2024-07,1
P006776,E0283,2024-08-01,5483.92,581.05,0,6064.97,2024,8,Aug,2024-08,1
P006777,E0283,2024-09-01,5483.92,183.83,0,5667.75,2024,9,Sep,2024-09,1
P006778,E0283,2024-10-01,5483.92,434.35,0,5918.27,2024,10,Oct,2024-10,1
P006779,E0283,2024-11-01,5483.92,397.93,0,5881.85,2024,11,Nov,2024-11,1
P006780,E0283,2024-12-01,5483.92,464.71,0,5948.63,2024,12,Dec,2024-12,1
P006781,E0283,2025-01-01,5483.92,70.57,250,5804.49,2025,1,Jan,2025-01,1
P006782,E0283,2025-02-01,5483.92,171.24,0,5655.16,2025,2,Feb,2025-02,1
P006783,E0283,2025-03-01,5483.92,286.36,1000,6770.27,2025,3,Mar,2025-03,1
P006784,E0283,2025-04-01,5483.92,291.51,0,5775.43,2025,4,Apr,2025-04,1
P006785,E0283,2025-05-01,5483.92,357.36,250,6091.28,2025,5,May,2025-05,1
P006786,E0283,2025-06-01,5483.92,100.02,0,5583.94,2025,6,Jun,2025-06,1
P006787,E0283,2025-07-01,5483.92,210.1,500,6194.01,2025,7,Jul,2025-07,1
P006788,E0283,2025-08-01,5483.92,31.13,500,6015.04,2025,8,Aug,2025-08,1
P006789,E0283,2025-09-01,5483.92,313.33,0,5797.25,2025,9,Sep,2025-09,1
P006790,E0283,2025-10-01,5483.92,357.07,0,5840.99,2025,10,Oct,2025-10,1
P006791,E0283,2025-11-01,5483.92,269.85,0,5753.77,2025,11,Nov,2025-11,1
P006792,E0283,2025-12-01,5483.92,321.04,0,5804.95,2025,12,Dec,2025-12,1
P006793,E0284,2024-01-01,5370.33,31.15,0,5401.48,2024,1,Jan,2024-01,1
P006794,E0284,2024-02-01,5370.33,243.2,0,5613.54,2024,2,Feb,2024-02,1
P006795,E0284,2024-03-01,5370.33,46.38,0,5416.71,2024,3,Mar,2024-03,1
P006796,E0284,2024-04-01,5370.33,120.33,0,5490.66,2024,4,Apr,2024-04,1
P006797,E0284,2024-05-01,5370.33,160.88,0,5531.21,2024,5,May,2024-05,1
P006798,E0284,2024-06-01,5370.33,493.07,0,5863.4,2024,6,Jun,2024-06,1
P006799,E0284,2024-07-01,5370.33,78.51,0,5448.84,2024,7,Jul,2024-07,1
P006800,E0284,2024-08-01,5370.33,142.56,0,5512.89,2024,8,Aug,2024-08,1
P006801,E0284,2024-09-01,5370.33,449.02,0,5819.35,2024,9,Sep,2024-09,1
P006802,E0284,2024-10-01,5370.33,393.76,0,5764.09,2024,10,Oct,2024-10,1
P006803,E0284,2024-11-01,5370.33,329.67,0,5700.0,2024,11,Nov,2024-11,1
P006804,E0284,2024-12-01,5370.33,591.13,0,5961.46,2024,12,Dec,2024-12,1
P006805,E0284,2025-01-01,5370.33,594.95,0,5965.28,2025,1,Jan,2025-01,1
P006806,E0284,2025-02-01,5370.33,138.26,500,6008.59,2025,2,Feb,2025-02,1
P006807,E0284,2025-03-01,5370.33,103.89,250,5724.22,2025,3,Mar,2025-03,1
P006808,E0284,2025-04-01,5370.33,95.93,0,5466.26,2025,4,Apr,2025-04,1
P006809,E0284,2025-05-01,5370.33,143.39,0,5513.72,2025,5,May,2025-05,1
P006810,E0284,2025-06-01,5370.33,310.56,0,5680.89,2025,6,Jun,2025-06,1
P006811,E0284,2025-07-01,5370.33,153.88,0,5524.22,2025,7,Jul,2025-07,1
P006812,E0284,2025-08-01,5370.33,148.54,0,5518.87,2025,8,Aug,2025-08,1
P006813,E0284,2025-09-01,5370.33,79.97,0,5450.3,2025,9,Sep,2025-09,1
P006814,E0284,2025-10-01,5370.33,328.3,500,6198.63,2025,10,Oct,2025-10,1
P006815,E0284,2025-11-01,5370.33,258.38,0,5628.71,2025,11,Nov,2025-11,1
P006816,E0284,2025-12-01,5370.33,247.66,0,5618.0,2025,12,Dec,2025-12,1
P006817,E0285,2024-01-01,8117.0,188.93,0,8305.93,2024,1,Jan,2024-01,1
P006818,E0285,2024-02-01,8117.0,128.14,500,8745.14,2024,2,Feb,2024-02,1
P006819,E0285,2024-03-01,8117.0,430.19,0,8547.19,2024,3,Mar,2024-03,1
P006820,E0285,2024-04-01,8117.0,437.4,0,8554.4,2024,4,Apr,2024-04,1
P006821,E0285,2024-05-01,8117.0,181.51,0,8298.51,2024,5,May,2024-05,1
P006822,E0285,2024-06-01,8117.0,696.65,0,8813.65,2024,6,Jun,2024-06,1
P006823,E0285,2024-07-01,8117.0,83.81,250,8450.81,2024,7,Jul,2024-07,1
P006824,E0285,2024-08-01,8117.0,248.53,0,8365.53,2024,8,Aug,2024-08,1
P006825,E0285,2024-09-01,8117.0,115.2,0,8232.2,2024,9,Sep,2024-09,1
P006826,E0285,2024-10-01,8117.0,55.58,0,8172.58,2024,10,Oct,2024-10,1
P006827,E0285,2024-11-01,8117.0,386.6,0,8503.6,2024,11,Nov,2024-11,1
P006828,E0285,2024-12-01,8117.0,188.31,250,8555.31,2024,12,Dec,2024-12,1
P006829,E0285,2025-01-01,8117.0,466.93,0,8583.93,2025,1,Jan,2025-01,1
P006830,E0285,2025-02-01,8117.0,153.7,1000,9270.7,2025,2,Feb,2025-02,1
P006831,E0285,2025-03-01,8117.0,267.8,0,8384.8,2025,3,Mar,2025-03,1
P006832,E0285,2025-04-01,8117.0,180.47,0,8297.47,2025,4,Apr,2025-04,1
P006833,E0285,2025-05-01,8117.0,164.15,250,8531.15,2025,5,May,2025-05,1
P006834,E0285,2025-06-01,8117.0,374.81,0,8491.81,2025,6,Jun,2025-06,1
P006835,E0285,2025-07-01,8117.0,139.62,0,8256.62,2025,7,Jul,2025-07,1
P006836,E0285,2025-08-01,8117.0,363.66,0,8480.66,2025,8,Aug,2025-08,1
P006837,E0285,2025-09-01,8117.0,166.24,0,8283.24,2025,9,Sep,2025-09,1
P006838,E0285,2025-10-01,8117.0,456.5,0,8573.5,2025,10,Oct,2025-10,1
P006839,E0285,2025-11-01,8117.0,233.92,0,8350.92,2025,11,Nov,2025-11,1
P006840,E0285,2025-12-01,8117.0,312.27,0,8429.27,2025,12,Dec,2025-12,1
P006841,E0286,2024-01-01,5272.5,98.6,0,5371.1,2024,1,Jan,2024-01,1
P006842,E0286,2024-02-01,5272.5,155.3,250,5677.8,2024,2,Feb,2024-02,1
P006843,E0286,2024-03-01,5272.5,23.47,0,5295.97,2024,3,Mar,2024-03,1
P006844,E0286,2024-04-01,5272.5,57.88,0,5330.38,2024,4,Apr,2024-04,1
