ticket_id,department_id,request_type,priority,opened_date,closed_date,sla_target_days,status,closed_flag,resolution_days,sla_missed_flag,sla_met_flag,opened_year,opened_month,opened_year_month
T000670,D008,Payroll Issue,Low,2024-06-29,2024-07-01,7,Closed,1,2.0,0,1,2024,6,2024-06
T000671,D004,Vendor Request,Low,2026-02-14,,7,Open,0,0.0,0,0,2026,2,2026-02
T000672,D009,System Support,Medium,2024-06-13,,5,Open,0,0.0,0,0,2024,6,2024-06
T000673,D008,Vendor Request,High,2026-01-19,2026-01-25,3,Closed,1,6.0,1,0,2026,1,2026-01
T000674,D006,Payroll Issue,Low,2025-09-22,2025-09-24,7,Closed,1,2.0,0,1,2025,9,2025-09
T000675,D012,Onboarding,Low,2025-11-03,2025-11-08,7,Closed,1,5.0,0,1,2025,11,2025-11
T000676,D008,System Support,High,2025-02-17,,3,In Progress,0,0.0,0,0,2025,2,2025-02
T000677,D004,Benefits Question,Low,2024-06-25,2024-06-27,7,Closed,1,2.0,0,1,2024,6,2024-06
T000678,D011,Payroll Issue,Low,2026-02-09,2026-02-10,7,Closed,1,1.0,0,1,2026,2,2026-02
T000679,D004,System Support,Critical,2024-09-20,2024-09-23,1,Closed,1,3.0,1,0,2024,9,2024-09
T000680,D006,IT Access,Medium,2024-12-04,,5,Open,0,0.0,0,0,2024,12,2024-12
T000681,D010,IT Access,Critical,2024-12-21,2024-12-25,1,Closed,1,4.0,1,0,2024,12,2024-12
T000682,D001,IT Access,Critical,2024-09-15,2024-09-21,1,Closed,1,6.0,1,0,2024,9,2024-09
T000683,D003,Benefits Question,Low,2026-05-23,2026-05-25,7,Closed,1,2.0,0,1,2026,5,2026-05
T000684,D004,Payroll Issue,Critical,2026-02-17,2026-02-20,1,Closed,1,3.0,1,0,2026,2,2026-02
T000685,D002,System Support,High,2024-07-04,,3,In Progress,0,0.0,0,0,2024,7,2024-07
T000686,D011,IT Access,Low,2025-09-22,,7,In Progress,0,0.0,0,0,2025,9,2025-09
T000687,D011,Payroll Issue,Low,2025-11-22,2025-11-24,7,Closed,1,2.0,0,1,2025,11,2025-11
T000688,D003,Vendor Request,Medium,2026-01-27,2026-01-31,5,Closed,1,4.0,0,1,2026,1,2026-01
T000689,D006,Onboarding,High,2025-04-13,2025-04-23,3,Closed,1,10.0,1,0,2025,4,2025-04
T000690,D012,Payroll Issue,Low,2025-08-02,2025-08-04,7,Closed,1,2.0,0,1,2025,8,2025-08
T000691,D012,Vendor Request,High,2026-02-19,2026-02-24,3,Closed,1,5.0,1,0,2026,2,2026-02
T000692,D012,Payroll Issue,High,2025-09-24,2025-09-28,3,Closed,1,4.0,1,0,2025,9,2025-09
T000693,D001,Vendor Request,Critical,2025-05-27,2025-05-27,1,Closed,1,0.0,0,1,2025,5,2025-05
T000694,D009,Benefits Question,Critical,2025-08-21,2025-08-23,1,Closed,1,2.0,1,0,2025,8,2025-08
T000695,D004,Onboarding,Medium,2026-04-09,2026-04-20,5,Closed,1,11.0,1,0,2026,4,2026-04
T000696,D006,Benefits Question,Critical,2024-11-02,,1,Open,0,0.0,0,0,2024,11,2024-11
T000697,D005,Onboarding,Medium,2026-01-15,2026-01-18,5,Closed,1,3.0,0,1,2026,1,2026-01
T000698,D009,Payroll Issue,Critical,2026-02-26,2026-02-26,1,Closed,1,0.0,0,1,2026,2,2026-02
T000699,D005,Benefits Question,High,2025-02-28,2025-03-01,3,Closed,1,1.0,0,1,2025,2,2025-02
T000700,D008,IT Access,Critical,2026-05-24,2026-05-30,1,Closed,1,6.0,1,0,2026,5,2026-05
T000701,D001,Onboarding,High,2025-04-22,2025-05-01,3,Closed,1,9.0,1,0,2025,4,2025-04
T000702,D004,Benefits Question,Low,2026-03-15,2026-03-19,7,Closed,1,4.0,0,1,2026,3,2026-03
T000703,D011,Onboarding,Critical,2024-09-21,2024-09-26,1,Closed,1,5.0,1,0,2024,9,2024-09
T000704,D009,System Support,Critical,2026-05-16,2026-05-18,1,Closed,1,2.0,1,0,2026,5,2026-05
T000705,D009,Payroll Issue,High,2026-03-03,2026-03-05,3,Closed,1,2.0,0,1,2026,3,2026-03
T000706,D006,Vendor Request,High,2025-09-30,2025-10-02,3,Closed,1,2.0,0,1,2025,9,2025-09
T000707,D002,IT Access,Low,2024-12-01,2024-12-06,7,Closed,1,5.0,0,1,2024,12,2024-12
T000708,D003,Payroll Issue,Low,2024-06-03,2024-06-03,7,Closed,1,0.0,0,1,2024,6,2024-06
T000709,D004,IT Access,Critical,2025-03-25,,1,Open,0,0.0,0,0,2025,3,2025-03
T000710,D002,IT Access,Critical,2025-11-15,2025-11-22,1,Closed,1,7.0,1,0,2025,11,2025-11
T000711,D009,Onboarding,High,2025-01-10,2025-01-16,3,Closed,1,6.0,1,0,2025,1,2025-01
T000712,D006,Payroll Issue,Low,2026-03-23,,7,In Progress,0,0.0,0,0,2026,3,2026-03
T000713,D001,Payroll Issue,Critical,2024-08-13,2024-08-15,1,Closed,1,2.0,1,0,2024,8,2024-08
T000714,D002,Vendor Request,Low,2024-10-28,2024-11-03,7,Closed,1,6.0,0,1,2024,10,2024-10
T000715,D006,Onboarding,Critical,2025-11-01,2025-11-04,1,Closed,1,3.0,1,0,2025,11,2025-11
T000716,D012,IT Access,High,2025-07-02,2025-07-09,3,Closed,1,7.0,1,0,2025,7,2025-07
T000717,D001,System Support,Low,2026-04-07,2026-04-11,7,Closed,1,4.0,0,1,2026,4,2026-04
T000718,D005,IT Access,Medium,2025-05-29,2025-06-06,5,Closed,1,8.0,1,0,2025,5,2025-05
T000719,D002,IT Access,Medium,2025-08-23,2025-08-31,5,Closed,1,8.0,1,0,2025,8,2025-08
T000720,D007,Payroll Issue,Medium,2025-10-02,2025-10-04,5,Closed,1,2.0,0,1,2025,10,2025-10
T000721,D009,System Support,Medium,2025-05-01,2025-05-03,5,Closed,1,2.0,0,1,2025,5,2025-05
T000722,D010,System Support,Medium,2025-01-20,2025-01-22,5,Closed,1,2.0,0,1,2025,1,2025-01
T000723,D009,System Support,Critical,2025-04-12,2025-04-15,1,Closed,1,3.0,1,0,2025,4,2025-04
T000724,D012,IT Access,High,2026-01-17,2026-01-22,3,Closed,1,5.0,1,0,2026,1,2026-01
T000725,D012,System Support,Critical,2025-01-02,2025-01-04,1,Closed,1,2.0,1,0,2025,1,2025-01
T000726,D002,Payroll Issue,Medium,2024-07-20,,5,Open,0,0.0,0,0,2024,7,2024-07
T000727,D009,Vendor Request,High,2025-08-24,,3,In Progress,0,0.0,0,0,2025,8,2025-08
T000728,D011,Payroll Issue,Critical,2024-11-19,2024-11-22,1,Closed,1,3.0,1,0,2024,11,2024-11
T000729,D006,Benefits Question,High,2025-01-03,2025-01-09,3,Closed,1,6.0,1,0,2025,1,2025-01
T000730,D006,Vendor Request,Critical,2024-11-30,2024-12-03,1,Closed,1,3.0,1,0,2024,11,2024-11
T000731,D012,Benefits Question,Medium,2025-07-26,2025-07-28,5,Closed,1,2.0,0,1,2025,7,2025-07
T000732,D010,Onboarding,Medium,2025-07-24,2025-08-01,5,Closed,1,8.0,1,0,2025,7,2025-07
T000733,D009,System Support,High,2026-02-22,2026-02-27,3,Closed,1,5.0,1,0,2026,2,2026-02
T000734,D006,Vendor Request,Critical,2025-08-02,2025-08-05,1,Closed,1,3.0,1,0,2025,8,2025-08
T000735,D007,IT Access,Low,2026-01-12,,7,In Progress,0,0.0,0,0,2026,1,2026-01
T000736,D010,IT Access,Medium,2024-12-31,2025-01-07,5,Closed,1,7.0,1,0,2024,12,2024-12
T000737,D001,Benefits Question,Medium,2024-08-24,2024-08-24,5,Closed,1,0.0,0,1,2024,8,2024-08
T000738,D004,Benefits Question,Low,2024-08-11,2024-08-13,7,Closed,1,2.0,0,1,2024,8,2024-08
T000739,D012,Benefits Question,Medium,2025-10-09,2025-10-13,5,Closed,1,4.0,0,1,2025,10,2025-10
T000740,D002,IT Access,Critical,2025-03-27,2025-04-03,1,Closed,1,7.0,1,0,2025,3,2025-03
T000741,D003,Payroll Issue,High,2025-10-24,2025-10-25,3,Closed,1,1.0,0,1,2025,10,2025-10
T000742,D006,Onboarding,Medium,2026-01-28,2026-02-01,5,Closed,1,4.0,0,1,2026,1,2026-01
T000743,D005,Benefits Question,Low,2025-07-02,,7,In Progress,0,0.0,0,0,2025,7,2025-07
T000744,D010,Vendor Request,Medium,2025-06-21,2025-06-25,5,Closed,1,4.0,0,1,2025,6,2025-06
T000745,D012,IT Access,High,2026-02-25,2026-03-03,3,Closed,1,6.0,1,0,2026,2,2026-02
T000746,D003,Vendor Request,Low,2025-06-30,2025-07-03,7,Closed,1,3.0,0,1,2025,6,2025-06
T000747,D010,System Support,High,2025-05-09,2025-05-10,3,Closed,1,1.0,0,1,2025,5,2025-05
T000748,D001,System Support,Critical,2026-05-01,2026-05-05,1,Closed,1,4.0,1,0,2026,5,2026-05
T000749,D002,IT Access,High,2025-10-04,,3,Open,0,0.0,0,0,2025,10,2025-10
T000750,D007,Vendor Request,Low,2025-09-11,2025-09-17,7,Closed,1,6.0,0,1,2025,9,2025-09
T000751,D004,System Support,Low,2026-03-21,2026-03-24,7,Closed,1,3.0,0,1,2026,3,2026-03
T000752,D011,System Support,Critical,2024-06-03,2024-06-05,1,Closed,1,2.0,1,0,2024,6,2024-06
T000753,D001,Benefits Question,Low,2025-07-26,2025-08-06,7,Closed,1,11.0,1,0,2025,7,2025-07
T000754,D006,Onboarding,Medium,2026-04-28,,5,In Progress,0,0.0,0,0,2026,4,2026-04
T000755,D009,System Support,Medium,2024-10-22,2024-10-24,5,Closed,1,2.0,0,1,2024,10,2024-10
T000756,D003,IT Access,Critical,2025-06-11,2025-06-23,1,Closed,1,12.0,1,0,2025,6,2025-06
T000757,D010,Onboarding,Low,2025-12-29,,7,Open,0,0.0,0,0,2025,12,2025-12
T000758,D007,Benefits Question,Critical,2025-01-16,,1,Open,0,0.0,0,0,2025,1,2025-01
T000759,D003,Payroll Issue,High,2026-05-22,2026-05-26,3,Closed,1,4.0,1,0,2026,5,2026-05
T000760,D002,Vendor Request,Low,2025-07-10,2025-07-11,7,Closed,1,1.0,0,1,2025,7,2025-07
T000761,D009,Vendor Request,High,2024-10-03,2024-10-04,3,Closed,1,1.0,0,1,2024,10,2024-10
T000762,D002,Vendor Request,Critical,2025-02-13,2025-02-15,1,Closed,1,2.0,1,0,2025,2,2025-02
T000763,D012,Payroll Issue,Medium,2025-10-19,2025-10-22,5,Closed,1,3.0,0,1,2025,10,2025-10
T000764,D008,Onboarding,Medium,2025-05-12,2025-05-18,5,Closed,1,6.0,1,0,2025,5,2025-05
T000765,D007,System Support,Medium,2025-03-27,2025-03-29,5,Closed,1,2.0,0,1,2025,3,2025-03
T000766,D009,Onboarding,Medium,2025-05-04,2025-05-09,5,Closed,1,5.0,0,1,2025,5,2025-05
T000767,D002,Benefits Question,Critical,2024-06-18,2024-06-21,1,Closed,1,3.0,1,0,2024,6,2024-06
T000768,D006,System Support,Low,2024-10-31,2024-11-05,7,Closed,1,5.0,0,1,2024,10,2024-10
T000769,D002,System Support,Critical,2025-12-01,2025-12-02,1,Closed,1,1.0,0,1,2025,12,2025-12
T000770,D007,Benefits Question,High,2025-07-17,2025-07-18,3,Closed,1,1.0,0,1,2025,7,2025-07
T000771,D004,Benefits Question,High,2026-01-29,2026-01-30,3,Closed,1,1.0,0,1,2026,1,2026-01
T000772,D010,System Support,Low,2025-04-26,2025-04-27,7,Closed,1,1.0,0,1,2025,4,2025-04
T000773,D005,Payroll Issue,High,2025-02-15,2025-02-19,3,Closed,1,4.0,1,0,2025,2,2025-02
T000774,D010,Vendor Request,Medium,2024-06-30,2024-07-04,5,Closed,1,4.0,0,1,2024,6,2024-06
T000775,D008,IT Access,Medium,2024-06-18,2024-06-24,5,Closed,1,6.0,1,0,2024,6,2024-06
T000776,D011,Benefits Question,Medium,2025-08-19,,5,In Progress,0,0.0,0,0,2025,8,2025-08
T000777,D012,IT Access,Low,2026-01-19,2026-01-21,7,Closed,1,2.0,0,1,2026,1,2026-01
T000778,D004,Onboarding,Medium,2025-03-27,2025-04-04,5,Closed,1,8.0,1,0,2025,3,2025-03
T000779,D001,Benefits Question,Low,2025-10-24,2025-10-27,7,Closed,1,3.0,0,1,2025,10,2025-10
T000780,D005,Vendor Request,Critical,2024-10-16,2024-10-17,1,Closed,1,1.0,0,1,2024,10,2024-10
T000781,D001,Benefits Question,Medium,2024-11-29,2024-12-02,5,Closed,1,3.0,0,1,2024,11,2024-11
T000782,D012,Onboarding,Medium,2025-11-30,2025-12-03,5,Closed,1,3.0,0,1,2025,11,2025-11
T000783,D009,Onboarding,High,2024-06-28,2024-07-05,3,Closed,1,7.0,1,0,2024,6,2024-06
T000784,D008,Onboarding,Medium,2026-01-06,,5,Open,0,0.0,0,0,2026,1,2026-01
T000785,D007,Onboarding,Low,2025-09-05,2025-09-12,7,Closed,1,7.0,0,1,2025,9,2025-09
T000786,D003,IT Access,High,2025-05-01,2025-05-06,3,Closed,1,5.0,1,0,2025,5,2025-05
T000787,D012,Onboarding,High,2026-04-05,,3,In Progress,0,0.0,0,0,2026,4,2026-04
T000788,D008,System Support,Low,2025-07-12,2025-07-18,7,Closed,1,6.0,0,1,2025,7,2025-07
T000789,D002,Vendor Request,High,2024-11-12,2024-11-15,3,Closed,1,3.0,0,1,2024,11,2024-11
T000790,D011,System Support,High,2025-02-23,2025-02-23,3,Closed,1,0.0,0,1,2025,2,2025-02
T000791,D002,IT Access,High,2024-11-02,2024-11-09,3,Closed,1,7.0,1,0,2024,11,2024-11
T000792,D004,Vendor Request,Low,2026-04-25,2026-04-28,7,Closed,1,3.0,0,1,2026,4,2026-04
T000793,D006,Vendor Request,Low,2024-09-07,,7,Open,0,0.0,0,0,2024,9,2024-09
T000794,D003,Payroll Issue,Critical,2025-04-23,2025-04-24,1,Closed,1,1.0,0,1,2025,4,2025-04
T000795,D009,System Support,Low,2025-11-25,2025-11-27,7,Closed,1,2.0,0,1,2025,11,2025-11
T000796,D001,Payroll Issue,High,2026-02-26,2026-03-02,3,Closed,1,4.0,1,0,2026,2,2026-02
T000797,D006,Vendor Request,Critical,2026-04-25,,1,Open,0,0.0,0,0,2026,4,2026-04
T000798,D012,Payroll Issue,Low,2025-03-27,2025-04-03,7,Closed,1,7.0,0,1,2025,3,2025-03
T000799,D006,System Support,High,2026-03-25,2026-03-31,3,Closed,1,6.0,1,0,2026,3,2026-03
T000800,D006,System Support,High,2025-06-27,,3,In Progress,0,0.0,0,0,2025,6,2025-06
T000801,D004,Onboarding,High,2025-10-21,2025-10-26,3,Closed,1,5.0,1,0,2025,10,2025-10
T000802,D011,Benefits Question,Critical,2024-08-17,2024-08-21,1,Closed,1,4.0,1,0,2024,8,2024-08
T000803,D001,Onboarding,High,2025-12-11,2025-12-16,3,Closed,1,5.0,1,0,2025,12,2025-12
T000804,D003,Benefits Question,Critical,2025-08-23,2025-08-27,1,Closed,1,4.0,1,0,2025,8,2025-08
T000805,D011,Payroll Issue,Low,2024-11-13,2024-11-16,7,Closed,1,3.0,0,1,2024,11,2024-11
T000806,D012,Vendor Request,Medium,2025-03-08,2025-03-11,5,Closed,1,3.0,0,1,2025,3,2025-03
T000807,D007,Payroll Issue,Medium,2025-05-10,2025-05-13,5,Closed,1,3.0,0,1,2025,5,2025-05
T000808,D007,Benefits Question,High,2026-05-17,,3,Open,0,0.0,0,0,2026,5,2026-05
T000809,D008,Onboarding,Medium,2025-06-28,2025-07-06,5,Closed,1,8.0,1,0,2025,6,2025-06
T000810,D011,Payroll Issue,Medium,2024-07-30,2024-08-03,5,Closed,1,4.0,0,1,2024,7,2024-07
T000811,D003,Benefits Question,Medium,2025-02-15,2025-02-17,5,Closed,1,2.0,0,1,2025,2,2025-02
T000812,D007,Payroll Issue,Medium,2025-02-09,2025-02-09,5,Closed,1,0.0,0,1,2025,2,2025-02
T000813,D006,IT Access,Low,2026-01-06,2026-01-10,7,Closed,1,4.0,0,1,2026,1,2026-01
T000814,D006,Payroll Issue,Low,2026-03-19,2026-03-24,7,Closed,1,5.0,0,1,2026,3,2026-03
T000815,D006,Vendor Request,Critical,2026-03-10,2026-03-12,1,Closed,1,2.0,1,0,2026,3,2026-03
T000816,D005,Vendor Request,High,2026-01-04,2026-01-08,3,Closed,1,4.0,1,0,2026,1,2026-01
T000817,D003,Payroll Issue,Low,2025-05-06,2025-05-13,7,Closed,1,7.0,0,1,2025,5,2025-05
T000818,D003,Payroll Issue,Low,2026-03-03,2026-03-06,7,Closed,1,3.0,0,1,2026,3,2026-03
T000819,D010,Onboarding,High,2025-09-03,2025-09-11,3,Closed,1,8.0,1,0,2025,9,2025-09
T000820,D010,Onboarding,Medium,2025-06-20,2025-06-29,5,Closed,1,9.0,1,0,2025,6,2025-06
T000821,D004,Payroll Issue,Low,2025-12-06,2025-12-10,7,Closed,1,4.0,0,1,2025,12,2025-12
T000822,D006,IT Access,Critical,2025-11-04,,1,Open,0,0.0,0,0,2025,11,2025-11
T000823,D009,Onboarding,Critical,2024-10-11,2024-10-18,1,Closed,1,7.0,1,0,2024,10,2024-10
T000824,D003,Vendor Request,Critical,2024-09-05,2024-09-10,1,Closed,1,5.0,1,0,2024,9,2024-09
T000825,D008,Payroll Issue,Medium,2025-09-26,,5,In Progress,0,0.0,0,0,2025,9,2025-09
T000826,D004,Payroll Issue,Low,2025-04-17,2025-04-19,7,Closed,1,2.0,0,1,2025,4,2025-04
T000827,D007,IT Access,High,2024-06-30,,3,Open,0,0.0,0,0,2024,6,2024-06
T000828,D004,System Support,Medium,2026-05-09,,5,In Progress,0,0.0,0,0,2026,5,2026-05
T000829,D004,IT Access,Medium,2024-08-26,2024-09-02,5,Closed,1,7.0,1,0,2024,8,2024-08
T000830,D010,Vendor Request,High,2025-09-15,2025-09-19,3,Closed,1,4.0,1,0,2025,9,2025-09
T000831,D008,Payroll Issue,Critical,2026-05-21,2026-05-25,1,Closed,1,4.0,1,0,2026,5,2026-05
T000832,D007,IT Access,Critical,2024-08-02,2024-08-06,1,Closed,1,4.0,1,0,2024,8,2024-08
T000833,D007,Onboarding,Low,2024-06-10,2024-06-18,7,Closed,1,8.0,1,0,2024,6,2024-06
T000834,D002,Vendor Request,Critical,2025-06-19,2025-06-20,1,Closed,1,1.0,0,1,2025,6,2025-06
T000835,D001,Payroll Issue,Critical,2025-07-24,2025-07-26,1,Closed,1,2.0,1,0,2025,7,2025-07
T000836,D012,IT Access,Critical,2024-11-18,,1,Open,0,0.0,0,0,2024,11,2024-11
T000837,D011,IT Access,Medium,2026-04-10,2026-04-15,5,Closed,1,5.0,0,1,2026,4,2026-04
T000838,D008,Vendor Request,High,2025-02-19,2025-02-21,3,Closed,1,2.0,0,1,2025,2,2025-02
T000839,D005,Vendor Request,Medium,2025-06-06,2025-06-09,5,Closed,1,3.0,0,1,2025,6,2025-06
T000840,D007,Benefits Question,Low,2026-04-09,2026-04-09,7,Closed,1,0.0,0,1,2026,4,2026-04
T000841,D012,Onboarding,Medium,2025-10-28,,5,In Progress,0,0.0,0,0,2025,10,2025-10
T000842,D011,Vendor Request,Low,2026-05-27,2026-05-30,7,Closed,1,3.0,0,1,2026,5,2026-05
T000843,D012,Onboarding,Low,2024-11-24,2024-11-29,7,Closed,1,5.0,0,1,2024,11,2024-11
T000844,D010,System Support,Medium,2025-03-01,2025-03-05,5,Closed,1,4.0,0,1,2025,3,2025-03
T000845,D007,Vendor Request,High,2024-12-31,2025-01-02,3,Closed,1,2.0,0,1,2024,12,2024-12
T000846,D008,IT Access,Medium,2024-06-02,2024-06-08,5,Closed,1,6.0,1,0,2024,6,2024-06
T000847,D010,System Support,Medium,2024-10-08,2024-10-14,5,Closed,1,6.0,1,0,2024,10,2024-10
T000848,D008,IT Access,High,2024-12-19,2024-12-26,3,Closed,1,7.0,1,0,2024,12,2024-12
T000849,D012,System Support,Medium,2025-12-28,2025-12-31,5,Closed,1,3.0,0,1,2025,12,2025-12
T000850,D012,System Support,Low,2024-08-03,,7,In Progress,0,0.0,0,0,2024,8,2024-08
T000851,D002,IT Access,Critical,2024-09-11,2024-09-15,1,Closed,1,4.0,1,0,2024,9,2024-09
T000852,D002,Onboarding,Critical,2026-04-20,2026-04-26,1,Closed,1,6.0,1,0,2026,4,2026-04
T000853,D010,Payroll Issue,Critical,2026-02-22,2026-02-25,1,Closed,1,3.0,1,0,2026,2,2026-02
T000854,D009,Vendor Request,Low,2025-12-09,2025-12-10,7,Closed,1,1.0,0,1,2025,12,2025-12
T000855,D003,Benefits Question,Medium,2025-07-18,2025-07-21,5,Closed,1,3.0,0,1,2025,7,2025-07
T000856,D003,Payroll Issue,Medium,2025-02-24,2025-02-26,5,Closed,1,2.0,0,1,2025,2,2025-02
T000857,D012,IT Access,Critical,2024-10-14,2024-10-20,1,Closed,1,6.0,1,0,2024,10,2024-10
T000858,D005,System Support,Critical,2025-03-08,2025-03-12,1,Closed,1,4.0,1,0,2025,3,2025-03
T000859,D005,System Support,Medium,2024-06-19,2024-06-19,5,Closed,1,0.0,0,1,2024,6,2024-06
T000860,D002,Payroll Issue,Medium,2026-04-25,2026-04-28,5,Closed,1,3.0,0,1,2026,4,2026-04
T000861,D001,Onboarding,High,2025-01-08,2025-01-13,3,Closed,1,5.0,1,0,2025,1,2025-01
T000862,D008,Vendor Request,Critical,2024-12-14,2024-12-17,1,Closed,1,3.0,1,0,2024,12,2024-12
T000863,D009,IT Access,Critical,2025-09-18,2025-09-23,1,Closed,1,5.0,1,0,2025,9,2025-09
T000864,D004,Onboarding,Critical,2024-08-21,,1,Open,0,0.0,0,0,2024,8,2024-08
T000865,D007,Vendor Request,Low,2024-07-19,,7,In Progress,0,0.0,0,0,2024,7,2024-07
T000866,D010,Onboarding,Low,2025-12-28,2025-12-30,7,Closed,1,2.0,0,1,2025,12,2025-12
T000867,D009,Benefits Question,Medium,2026-02-15,2026-02-18,5,Closed,1,3.0,0,1,2026,2,2026-02
T000868,D001,Payroll Issue,Medium,2026-01-16,,5,Open,0,0.0,0,0,2026,1,2026-01
T000869,D001,System Support,High,2025-06-27,2025-07-01,3,Closed,1,4.0,1,0,2025,6,2025-06
T000870,D001,Payroll Issue,Low,2024-08-16,,7,In Progress,0,0.0,0,0,2024,8,2024-08
T000871,D011,Onboarding,High,2025-04-07,,3,In Progress,0,0.0,0,0,2025,4,2025-04
T000872,D002,IT Access,Low,2024-07-31,2024-08-04,7,Closed,1,4.0,0,1,2024,7,2024-07
T000873,D003,Payroll Issue,High,2025-03-24,2025-03-27,3,Closed,1,3.0,0,1,2025,3,2025-03
T000874,D010,System Support,Medium,2024-11-01,2024-11-04,5,Closed,1,3.0,0,1,2024,11,2024-11
T000875,D008,System Support,High,2026-01-09,,3,Open,0,0.0,0,0,2026,1,2026-01
T000876,D001,IT Access,High,2024-09-09,2024-09-16,3,Closed,1,7.0,1,0,2024,9,2024-09
T000877,D006,Vendor Request,Low,2024-06-26,2024-06-26,7,Closed,1,0.0,0,1,2024,6,2024-06
T000878,D007,Onboarding,Low,2025-10-29,2025-11-07,7,Closed,1,9.0,1,0,2025,10,2025-10
T000879,D008,Payroll Issue,Low,2025-10-09,2025-10-12,7,Closed,1,3.0,0,1,2025,10,2025-10
T000880,D012,Benefits Question,High,2024-12-15,2024-12-20,3,Closed,1,5.0,1,0,2024,12,2024-12
T000881,D009,Vendor Request,Medium,2026-03-15,2026-03-17,5,Closed,1,2.0,0,1,2026,3,2026-03
T000882,D012,Payroll Issue,Low,2025-10-22,2025-10-25,7,Closed,1,3.0,0,1,2025,10,2025-10
T000883,D002,Onboarding,Low,2024-07-19,,7,In Progress,0,0.0,0,0,2024,7,2024-07
T000884,D012,System Support,High,2024-07-01,2024-07-03,3,Closed,1,2.0,0,1,2024,7,2024-07
T000885,D007,Onboarding,High,2025-04-15,,3,In Progress,0,0.0,0,0,2025,4,2025-04
T000886,D009,Onboarding,High,2026-03-14,,3,In Progress,0,0.0,0,0,2026,3,2026-03
T000887,D010,Onboarding,Critical,2025-07-22,,1,In Progress,0,0.0,0,0,2025,7,2025-07
T000888,D012,System Support,Critical,2024-09-17,2024-09-19,1,Closed,1,2.0,1,0,2024,9,2024-09
T000889,D008,Payroll Issue,Medium,2025-12-24,2025-12-28,5,Closed,1,4.0,0,1,2025,12,2025-12
T000890,D012,Benefits Question,Medium,2026-05-16,2026-05-19,5,Closed,1,3.0,0,1,2026,5,2026-05
T000891,D001,IT Access,Low,2025-09-03,2025-09-09,7,Closed,1,6.0,0,1,2025,9,2025-09
T000892,D011,IT Access,Medium,2025-06-13,2025-06-20,5,Closed,1,7.0,1,0,2025,6,2025-06
T000893,D007,Vendor Request,Low,2024-12-02,2024-12-05,7,Closed,1,3.0,0,1,2024,12,2024-12
T000894,D006,Benefits Question,Medium,2024-07-27,2024-07-29,5,Closed,1,2.0,0,1,2024,7,2024-07
T000895,D001,System Support,Medium,2024-07-04,,5,Open,0,0.0,0,0,2024,7,2024-07
T000896,D012,Benefits Question,High,2025-04-04,,3,In Progress,0,0.0,0,0,2025,4,2025-04
T000897,D002,Benefits Question,High,2024-07-19,2024-07-20,3,Closed,1,1.0,0,1,2024,7,2024-07
T000898,D009,Onboarding,High,2026-02-18,2026-02-21,3,Closed,1,3.0,0,1,2026,2,2026-02
T000899,D002,System Support,High,2024-09-18,2024-09-19,3,Closed,1,1.0,0,1,2024,9,2024-09
T000900,D006,Vendor Request,Low,2025-04-29,2025-05-03,7,Closed,1,4.0,0,1,2025,4,2025-04
T000901,D003,Payroll Issue,High,2025-06-12,2025-06-14,3,Closed,1,2.0,0,1,2025,6,2025-06
T000902,D006,System Support,Critical,2025-07-30,2025-08-01,1,Closed,1,2.0,1,0,2025,7,2025-07
T000903,D008,IT Access,Medium,2024-08-22,2024-08-31,5,Closed,1,9.0,1,0,2024,8,2024-08
T000904,D003,System Support,Critical,2024-07-11,,1,Open,0,0.0,0,0,2024,7,2024-07
T000905,D009,Benefits Question,Critical,2026-01-31,2026-02-01,1,Closed,1,1.0,0,1,2026,1,2026-01
T000906,D007,System Support,Low,2024-06-17,2024-06-18,7,Closed,1,1.0,0,1,2024,6,2024-06
T000907,D009,Benefits Question,High,2026-04-19,2026-04-24,3,Closed,1,5.0,1,0,2026,4,2026-04
T000908,D009,Onboarding,Low,2024-07-03,,7,Open,0,0.0,0,0,2024,7,2024-07
T000909,D010,System Support,High,2025-01-25,,3,In Progress,0,0.0,0,0,2025,1,2025-01
T000910,D006,IT Access,Medium,2025-08-14,2025-08-20,5,Closed,1,6.0,1,0,2025,8,2025-08
T000911,D001,Benefits Question,Critical,2026-03-21,2026-03-23,1,Closed,1,2.0,1,0,2026,3,2026-03
T000912,D011,Onboarding,Medium,2025-08-05,,5,Open,0,0.0,0,0,2025,8,2025-08
T000913,D010,Vendor Request,Medium,2026-03-18,2026-03-20,5,Closed,1,2.0,0,1,2026,3,2026-03
T000914,D010,IT Access,High,2025-06-26,2025-06-29,3,Closed,1,3.0,0,1,2025,6,2025-06
T000915,D012,IT Access,High,2024-11-04,2024-11-08,3,Closed,1,4.0,1,0,2024,11,2024-11
T000916,D002,Vendor Request,Medium,2024-07-09,2024-07-15,5,Closed,1,6.0,1,0,2024,7,2024-07
T000917,D006,Vendor Request,High,2025-01-21,,3,In Progress,0,0.0,0,0,2025,1,2025-01
T000918,D004,Onboarding,High,2025-07-11,2025-07-17,3,Closed,1,6.0,1,0,2025,7,2025-07
T000919,D002,Benefits Question,Low,2026-05-07,,7,In Progress,0,0.0,0,0,2026,5,2026-05
T000920,D004,IT Access,Critical,2026-04-24,,1,Open,0,0.0,0,0,2026,4,2026-04
T000921,D001,Vendor Request,Medium,2024-09-30,2024-10-02,5,Closed,1,2.0,0,1,2024,9,2024-09
